% Filename : LM_Channel_5200_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680  
%  B-Spline order           n = 7 
%
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
%
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
%      u'u'    : Variance of u 
%      v'v'    : Variance of v 
%      w'w'    : Variance of w 
%      u'v'    : Covariance of u and v 
%      u'w'    : Covariance of u and w 
%      v'w'    : Covariance of v and w 
%       k      : Turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
%
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_5200_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P                     u'u'                     v'v'                     w'w'                     u'v'                     u'w'                     v'w'                       k                     Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%-----------------------------------------------------------------------------------------------------------------------------------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
    7.793583175984958e-01    4.041672076040706e+03    2.622221016671937e+01    5.940884991480915e-04    1.198385993141327e-03   -5.465928910218915e-01    1.137943234551404e+00    5.444319269539263e-01    6.068511817029243e-01   -2.183711215419176e-01   -3.009957783389335e-03   -6.156673712581972e-04    1.144613171604127e+00    1.296261295176124e-04    1.903010184006052e-04    2.390502939913433e-07    0.000000000000000e+00   -3.845145065928731e-05    2.807382950150459e-04    9.764525378758507e-07
    7.813049220720063e-01    4.051766966627011e+03    2.622818450259585e+01    5.895387655471625e-04    1.135550879007339e-03   -5.454097753956441e-01    1.132370463697928e+00    5.432628932817517e-01    6.047162217845350e-01   -2.164398621464483e-01   -3.047074257335376e-03   -6.149237572624147e-04    1.140174789382107e+00    1.275278725882051e-04    1.904002673380061e-04    2.160177536054756e-07    0.000000000000000e+00   -3.813965403784421e-05    2.794415682172618e-04    5.629354247106309e-07
    7.832523952400892e-01    4.061866362174020e+03    2.623411533225736e+01    5.849498224950489e-04    1.070847559986176e-03   -5.442369176724833e-01    1.126820576932458e+00    5.421038031554316e-01    6.025932578355555e-01   -2.145077788486575e-01   -3.083533014028013e-03   -6.141917034553608e-04    1.135758818961723e+00    1.254254416275288e-04    1.906855928378769e-04    2.197070559595714e-07    0.000000000000000e+00   -3.798068882255142e-05    2.781589651387347e-04    1.910875600790590e-07
    7.852007293670450e-01    4.071970222565193e+03    2.624000234860313e+01    5.803496864972069e-04    1.004701942063093e-03   -5.430736999056660e-01    1.121293522532839e+00    5.409544642521085e-01    6.004846168863769e-01   -2.125749253346766e-01   -3.118709936488820e-03   -6.134137487121005e-04    1.131366301835662e+00    1.233163725443809e-04    1.915668346953452e-04    1.873439569005848e-07    0.000000000000000e+00   -3.793204572686072e-05    2.768709843729147e-04    2.675210968511917e-07
    7.871499167137546e-01    4.082078507666253e+03    2.624584535240014e+01    5.757257969313292e-04    9.376708113333198e-04   -5.419200526665103e-01    1.115789271582512e+00    5.398147144201658e-01    5.983931414589458e-01   -2.106413149349347e-01   -3.151989429874762e-03   -6.125516391772490e-04    1.126998563730812e+00    1.212566835647349e-04    1.927050732288038e-04    1.995524378172045e-07    0.000000000000000e+00   -3.790150089325836e-05    2.756018052816335e-04    6.580030564640508e-07
    7.890999495377095e-01    4.092191177325347e+03    2.625164390816845e+01    5.710596099749871e-04    8.700311236694315e-04   -5.407760900714711e-01    1.110309402171362e+00    5.386846779065747e-01    5.963203319502824e-01   -2.087068978322846e-01   -3.182340217543333e-03   -6.116569785878609e-04    1.122657206014109e+00    1.192404410031358e-04    1.938882227943998e-04    2.423658795074405e-07    0.000000000000000e+00   -3.788158640575171e-05    2.743510197622622e-04    1.138423509029090e-06
    7.910508200930431e-01    4.102308191373209e+03    2.625739769946200e+01    5.663950398657612e-04    8.016848603089665e-04   -5.396416795805983e-01    1.104856713657672e+00    5.375646953432325e-01    5.942666187067214e-01   -2.067716596222300e-01   -3.208637532789925e-03   -6.106500867807893e-04    1.118344013853813e+00    1.172356610096087e-04    1.950883116181087e-04    2.250252353162215e-07    0.000000000000000e+00   -3.793065928181717e-05    2.731111212510899e-04    1.507217330126590e-06
    7.930025206305611e-01    4.112429509623314e+03    2.626310694449608e+01    5.617738478826992e-04    7.325523686261936e-04   -5.385164984791632e-01    1.099433651736209e+00    5.364549259931825e-01    5.922322026290047e-01   -2.048356566964682e-01   -3.230491576713835e-03   -6.094090895590552e-04    1.114060390179198e+00    1.152655387003205e-04    1.961970349410286e-04    2.957337467471573e-07    0.000000000000000e+00   -3.805370742770096e-05    2.718937912025249e-04    1.810808757870337e-06
    7.949550433977721e-01    4.122555091872037e+03    2.626877187904896e+01    5.571567887598285e-04    6.628978278278380e-04   -5.373992377910632e-01    1.094042275457960e+00    5.353551633155467e-01    5.902167697229278e-01   -2.028988115644084e-01   -3.248028483569683e-03   -6.080207974286325e-04    1.109807104248217e+00    1.132850199251653e-04    1.970777468107026e-04    4.272836421914602e-07    0.000000000000000e+00   -3.821095344447343e-05    2.706958585815090e-04    1.883238352076949e-06
    7.969083806389190e-01    4.132684897898821e+03    2.627439222154752e+01    5.525011385629638e-04    5.934096125636928e-04   -5.362882989121652e-01    1.088684363687503e+00    5.342649453383216e-01    5.882198550425431e-01   -2.009612416668271e-01   -3.261729937540106e-03   -6.064970191065415e-04    1.105584582034184e+00    1.112485478555614e-04    1.976677011599529e-04    4.411935917192374e-07    0.000000000000000e+00   -3.832763132539452e-05    2.694934773563011e-04    1.536333925537836e-06
    7.988625245950095e-01    4.142818887466331e+03    2.627996749429109e+01    5.478016818693583e-04    5.249277743662690e-04   -5.351835466409298e-01    1.083360821233112e+00    5.331837728444716e-01    5.862407828042215e-01   -1.990230977906596e-01   -3.272126457874045e-03   -6.048045776494500e-04    1.101392688440902e+00    1.091786312858265e-04    1.981494323644863e-04    3.794090226914882e-07    0.000000000000000e+00   -3.830388289204612e-05    2.682809411725402e-04    1.122648608418053e-06
    8.008174675038465e-01    4.152957020320609e+03    2.628549706986398e+01    5.430340967591006e-04    4.575531182798231e-04   -5.340864409094042e-01    1.078071446034899e+00    5.321113410267695e-01    5.842791050362063e-01   -1.970843509042026e-01   -3.279324737354050e-03   -6.030515906498776e-04    1.097230946048938e+00    1.071201753930166e-04    1.983654888215814e-04    3.204047577482999e-07    0.000000000000000e+00   -3.811839030038888e-05    2.670890341409717e-04    5.986445309857490e-07
    8.027732016000597e-01    4.163099256191244e+03    2.629098033062114e+01    5.382426482816944e-04    3.908978477371982e-04   -5.329984243161254e-01    1.072815931005364e+00    5.310476466578397e-01    5.823351941949523e-01   -1.951449548219870e-01   -3.283390155905251e-03   -6.011865659648040e-04    1.093099385929078e+00    1.051252819960903e-04    1.985061064847955e-04    3.138011043452121e-07    0.000000000000000e+00   -3.780128133763555e-05    2.659233567839056e-04    2.205514636898658e-07
    8.047297191151358e-01    4.173245554791526e+03    2.629641732113187e+01    5.334796351182741e-04    3.246081647520369e-04   -5.319198973630651e-01    1.067594114092208e+00    5.299929914517618e-01    5.804101229478605e-01   -1.932048434250986e-01   -3.284708238933928e-03   -5.991844030401457e-04    1.088998614245915e+00    1.032014688411945e-04    1.988460605520313e-04    3.421512264505868e-07    0.000000000000000e+00   -3.750152937813953e-05    2.647787209664436e-04    1.094302750932600e-07
    8.066870122774499e-01    4.183395875818607e+03    2.630180814286206e+01    5.287156333409597e-04    2.583162752427405e-04   -5.308509682712892e-01    1.062406618430364e+00    5.289477712918581e-01    5.785050910660848e-01   -1.912640656290806e-01   -3.282961450272264e-03   -5.970506604232161e-04    1.084929740394153e+00    1.013384213659722e-04    1.994421225517849e-04    3.042214073625270e-07    0.000000000000000e+00   -3.728581115735672e-05    2.636409214283204e-04    1.580327394424988e-07
    8.086450733122957e-01    4.193550178953659e+03    2.630715263426089e+01    5.239381072933263e-04    1.917136896203011e-04   -5.297923216982109e-01    1.057254039603110e+00    5.279122407004258e-01    5.766202761321777e-01   -1.893226166718553e-01   -3.277380220255921e-03   -5.948125174225996e-04    1.080893278217857e+00    9.951821111345387e-05    2.003998364482492e-04    2.709982451381979e-07    0.000000000000000e+00   -3.708054606160563e-05    2.625182787448952e-04    5.902210003403351e-07
    8.106038944419174e-01    4.203708423862042e+03    2.631245059184968e+01    5.191435379852385e-04    1.246354941840315e-04   -5.287446683582206e-01    1.052137305829711e+00    5.268864878872028e-01    5.747557538162432e-01   -1.873805587095050e-01   -3.267848242460135e-03   -5.925431911080293e-04    1.076889773766579e+00    9.768579819081640e-05    2.017932584561377e-04    2.853596673816852e-07    0.000000000000000e+00   -3.689563726389061e-05    2.614136952680666e-04    1.455083782378529e-06
    8.125634678855392e-01    4.213870570193451e+03    2.631770172979112e+01    5.143223629741266e-04    5.721082305920448e-05   -5.277086451943216e-01    1.047057704100802e+00    5.258705411017947e-01    5.729122973295320e-01   -1.854379104676044e-01   -3.254957814517500e-03   -5.900699487457121e-04    1.072920271266065e+00    9.578558422112112e-05    2.033832594140937e-04    3.349485597953210e-07    0.000000000000000e+00   -3.672407562249854e-05    2.603173065989458e-04    2.462409973565951e-06
    8.145237858593977e-01    4.224036577582092e+03    2.632290572501503e+01    5.094792215727355e-04   -1.044738655902478e-05   -5.266848090180971e-01    1.042015650403260e+00    5.248645307299392e-01    5.710900333102008e-01   -1.834946277827782e-01   -3.239101725094219e-03   -5.873149597128023e-04    1.068985107221700e+00    9.386660818411094e-05    2.048145012598670e-04    3.324152210269809e-07    0.000000000000000e+00   -3.662040122519091e-05    2.592193005608275e-04    3.173822878986283e-06
    8.164848405767715e-01    4.234206405646827e+03    2.632806243393056e+01    5.046445083954228e-04   -7.806103580099557e-05   -5.256731360451392e-01    1.037010351425647e+00    5.238686690367670e-01    5.692886668246562e-01   -1.815506606703647e-01   -3.220366145472669e-03   -5.843183356983952e-04    1.065083843643535e+00    9.198127667208913e-05    2.060796431495321e-04    3.110360208293365e-07    0.000000000000000e+00   -3.661454558350022e-05    2.581260038918604e-04    3.631406367089914e-06
    8.184466242480133e-01    4.244380013991346e+03    2.633317201168830e+01    4.998377885448351e-04   -1.451487104622452e-04   -5.246733851217720e-01    1.032040707693670e+00    5.228830044466632e-01    5.675079984395418e-01   -1.796060317046681e-01   -3.199300490826440e-03   -5.811000363806219e-04    1.061215855289938e+00    9.009185045159820e-05    2.069997646367283e-04    3.418705461379632e-07    0.000000000000000e+00   -3.663589324978580e-05    2.570576476529394e-04    3.739944731739398e-06
    8.204091290805796e-01    4.254557362204321e+03    2.633823473881868e+01    4.950719593494167e-04   -2.114244266949488e-04   -5.236851607894472e-01    1.027106214300594e+00    5.219072530921860e-01    5.657477428568807e-01   -1.776607195703615e-01   -3.176937372151122e-03   -5.776914277726478e-04    1.057380605124830e+00    8.822008218243519e-05    2.074698554902490e-04    3.650125319035103e-07    0.000000000000000e+00   -3.664036402006716e-05    2.560057769452333e-04    3.408809239287280e-06
    8.223723472790631e-01    4.264738409859570e+03    2.634325100659377e+01    4.903438744605366e-04   -2.765617459784324e-04   -5.227075076985617e-01    1.022206690871553e+00    5.209409606893838e-01    5.640072321953447e-01   -1.757147160994608e-01   -3.154479955685058e-03   -5.740780806915984e-04    1.053577441878141e+00    8.638759635665194e-05    2.074628722972556e-04    3.864488633434853e-07    0.000000000000000e+00   -3.657122266271522e-05    2.549750194531039e-04    2.690675401432010e-06
    8.243362710452221e-01    4.274923116516216e+03    2.634822089692981e+01    4.856003848513570e-04   -3.405817722841340e-04   -5.217398930509619e-01    1.017342686908054e+00    5.199838170174576e-01    5.622855966410663e-01   -1.737681375972201e-01   -3.132479799271430e-03   -5.704216144272704e-04    1.049806050283289e+00    8.455679064637850e-05    2.072074900238788e-04    3.837698822239092e-07    0.000000000000000e+00   -3.632406453904334e-05    2.539676921931323e-04    1.856293820305655e-06
    8.263008925780129e-01    4.285111441718847e+03    2.635314391147698e+01    4.807882674411279e-04   -4.039892311901815e-04   -5.207825515473892e-01    1.012515943768277e+00    5.190357859236441e-01    5.605817258389958e-01   -1.718210455529124e-01   -3.110806559131886e-03   -5.667673907106354e-04    1.046066727765458e+00    8.272405953990328e-05    2.072635063615336e-04    3.358617148990063e-07    0.000000000000000e+00   -3.594030735685341e-05    2.529739708555348e-04    1.409149403947668e-06
    8.282662040736197e-01    4.295303344997678e+03    2.635801914746889e+01    4.758877165009193e-04   -4.673721581556542e-04   -5.198355498128950e-01    1.007728191627769e+00    5.180970102074508e-01    5.588942992474953e-01   -1.698735310441832e-01   -3.088785710546126e-03   -5.630980243294203e-04    1.042359750541357e+00    8.094256123464236e-05    2.079975309808620e-04    2.654394057422294e-07    0.000000000000000e+00   -3.562410986897543e-05    2.519905064582190e-04    1.590915294052183e-06
    8.302321977254864e-01    4.305498785868710e+03    2.636284589275821e+01    4.709586079014955e-04   -5.312358036202688e-04   -5.188987678630859e-01    1.002980022799460e+00    5.171676294608686e-01    5.572222962964417e-01   -1.679254688622628e-01   -3.064951653704772e-03   -5.593864892103473e-04    1.038684974278385e+00    7.919878917268195e-05    2.089247657031462e-04    2.681404295588299e-07    0.000000000000000e+00   -3.539859280548585e-05    2.510048245936650e-04    1.988277906236023e-06
    8.321988657243471e-01    4.315697723833896e+03    2.636762409917628e+01    4.660430361923170e-04   -5.959899578744060e-04   -5.179717140494228e-01    9.982710732793530e-01    5.162476626796357e-01    5.555655359778285e-01   -1.659766515602874e-01   -3.038753152564420e-03   -5.555958789916548e-04    1.035042135968409e+00    7.743957805070777e-05    2.094429561884333e-04    3.174993770406757e-07    0.000000000000000e+00   -3.523173999000252e-05    2.500238280888196e-04    1.944465537359618e-06
    8.341662002582572e-01    4.325900118381292e+03    2.637235377546749e+01    4.611277342713190e-04   -6.620509828673165e-04   -5.170531739549079e-01    9.936010493983064e-01    5.153370765447861e-01    5.539240762986122e-01   -1.640271653003857e-01   -3.010606635340142e-03   -5.516805279467984e-04    1.031431101120852e+00    7.569133474114673e-05    2.098702625295312e-04    3.318491233709860e-07    0.000000000000000e+00   -3.510907254184936e-05    2.490428017367447e-04    1.741572115454928e-06
    8.361341935126245e-01    4.336105928985228e+03    2.637703490180640e+01    4.562171316872869e-04   -7.301489322736071e-04   -5.161427284983949e-01    9.889692313127336e-01    5.144359247570192e-01    5.522979863047242e-01   -1.620771143421727e-01   -2.980141786275983e-03   -5.476969084371786e-04    1.027851571187238e+00    7.398524826941129e-05    2.107190986453140e-04    3.195689613117510e-07    0.000000000000000e+00   -3.500536263297564e-05    2.480702965264178e-04    1.948256716643646e-06
    8.381028376702406e-01    4.346315115106467e+03    2.638166731984488e+01    4.512741479369545e-04   -8.010922391101576e-04   -5.152414549102218e-01    9.843744263452481e-01    5.135444618312890e-01    5.506873743473972e-01   -1.601265845163901e-01   -2.946595955939913e-03   -5.436878234734921e-04    1.024303131261967e+00    7.231165416495123e-05    2.115110187467853e-04    2.919170343303769e-07    0.000000000000000e+00   -3.491629760786206e-05    2.471040894560167e-04    2.094202882188111e-06
    8.400721249113111e-01    4.356527636192355e+03    2.638625054375103e+01    4.462922660666157e-04   -8.750860888095993e-04   -5.143508138708109e-01    9.798147329436525e-01    5.126631075026228e-01    5.490921680100265e-01   -1.581756191317610e-01   -2.910140545131220e-03   -5.395849882512665e-04    1.020785004228151e+00    7.064236798162860e-05    2.117549322723902e-04    3.171027681785176e-07    0.000000000000000e+00   -3.486791441499186e-05    2.461658667465730e-04    1.680621860632267e-06
    8.420420474134875e-01    4.366743451677002e+03    2.639078423146394e+01    4.412827890368370e-04   -9.518236934323846e-04   -5.134715322627167e-01    9.752887543094410e-01    5.117922532522745e-01    5.475126242773712e-01   -1.562241799422987e-01   -2.871435420358369e-03   -5.354055131323532e-04    1.017296815919543e+00    6.897131721233682e-05    2.117592401714164e-04    3.689087786766211e-07    0.000000000000000e+00   -3.483811497993236e-05    2.452593068034592e-04    1.002044379038315e-06
    8.440125973518978e-01    4.376962520981424e+03    2.639526790288736e+01    4.362192965957013e-04   -1.030630152633087e-03   -5.126033478174221e-01    9.707972786957068e-01    5.109321829824877e-01    5.459496457347435e-01   -1.542722996802406e-01   -2.830896691405228e-03   -5.311474605062569e-04    1.013839553706469e+00    6.728077748637177e-05    2.114637828661917e-04    3.976217704393434e-07    0.000000000000000e+00   -3.481188856621539e-05    2.443693472258766e-04   -3.905366908910166e-08
    8.459837668991778e-01    4.387184803513715e+03    2.639970101931711e+01    4.311219156394674e-04   -1.110627902821898e-03   -5.117456289734381e-01    9.663422853321750e-01    5.100831829332586e-01    5.444032256890711e-01   -1.523199398345012e-01   -2.788946813284308e-03   -5.267665284232275e-04    1.010414346977252e+00    6.559861638857735e-05    2.112520789798732e-04    3.473766818268211e-07    0.000000000000000e+00   -3.474074864199950e-05    2.434779950199333e-04   -1.020671611655518e-06
    8.479555482255019e-01    4.397410258669207e+03    2.640408329624105e+01    4.260051366354247e-04   -1.191351527231125e-03   -5.108979962880006e-01    9.619256132334966e-01    5.092454914028877e-01    5.428716599457417e-01   -1.503670635324117e-01   -2.746194020337310e-03   -5.223665971003231e-04    1.007021382291063e+00    6.396955021571112e-05    2.114538409641772e-04    3.319458016278998e-07    0.000000000000000e+00   -3.455139494340403e-05    2.425946845846664e-04   -1.390742546554204e-06
    8.499279334986147e-01    4.407638845830627e+03    2.640841445531684e+01    4.208647028445859e-04   -1.272977175691698e-03   -5.100600910130151e-01    9.575478601828235e-01    5.084191051063651e-01    5.413529237929409e-01   -1.484136409886449e-01   -2.703218197788137e-03   -5.180187815999628e-04    1.003659944541065e+00    6.235910058972038e-05    2.116581057314479e-04    3.449011206785998e-07    0.000000000000000e+00   -3.429370015543965e-05    2.417248798873553e-04   -1.656472600947986e-06
    8.519009148838617e-01    4.417870524368263e+03    2.641269417082728e+01    4.156888538604251e-04   -1.355928617103982e-03   -5.092315367699715e-01    9.532094166410071e-01    5.076037788397519e-01    5.398465527585842e-01   -1.464596042712989e-01   -2.660428368199584e-03   -5.136527933985298e-04    1.000329874119672e+00    6.077676437569718e-05    2.119849005482142e-04    3.282127370250213e-07    0.000000000000000e+00   -3.408792089015398e-05    2.408680099366871e-04   -1.866053165904593e-06
    8.538744845442203e-01    4.428105253640123e+03    2.641692191881268e+01    4.104621237244350e-04   -1.440525203990637e-03   -5.084123025616263e-01    9.489111056789676e-01    5.067992999291039e-01    5.383539784441198e-01   -1.445050293029963e-01   -2.618635069665640e-03   -5.091602273560959e-04    9.970321920260956e-01    5.924557616638577e-05    2.125089510753839e-04    3.514008501547196e-07    0.000000000000000e+00   -3.400136594754659e-05    2.400184303388173e-04   -1.913868194439497e-06
    8.558486346403316e-01    4.438342992992096e+03    2.642109731232622e+01    4.052284965799631e-04   -1.526958897297011e-03   -5.076032765484920e-01    9.446535349489306e-01    5.060057345901615e-01    5.368760679425599e-01   -1.425499023478542e-01   -2.578829168560761e-03   -5.045747924743980e-04    9.937676687408260e-01    5.773856497557292e-05    2.131714302019302e-04    3.645751533639450e-07    0.000000000000000e+00   -3.398795817761933e-05    2.391713508319359e-04   -1.884738678688161e-06
    8.578233573305308e-01    4.448583701758117e+03    2.642522045021035e+01    4.000197829227807e-04   -1.615446987993738e-03   -5.068054843786470e-01    9.404371127563633e-01    5.052234130430012e-01    5.354121097024620e-01   -1.405941992894170e-01   -2.541322046707073e-03   -4.999103757219102e-04    9.905363177509133e-01    5.624897493679047e-05    2.137856318058020e-04    3.421825031949468e-07    0.000000000000000e+00   -3.397904031083382e-05    2.383396291473375e-04   -1.941880212383897e-06
    8.597986447708789e-01    4.458827339260324e+03    2.642929150376817e+01    3.948287858479063e-04   -1.706499643166622e-03   -5.060197783882466e-01    9.362616804785294e-01    5.044527330073949e-01    5.339618585957383e-01   -1.386379175326352e-01   -2.505931516100202e-03   -4.951303175816641e-04    9.873381360408313e-01    5.478115541148241e-05    2.143719285487053e-04    3.091477829220552e-07    0.000000000000000e+00   -3.393584117083826e-05    2.375214817542118e-04   -1.995091181940250e-06
    8.617744891151933e-01    4.469073864809221e+03    2.643331060855482e+01    3.896550908757148e-04   -1.800953609934669e-03   -5.052466073578875e-01    9.321270234194728e-01    5.036939313734095e-01    5.325266169211998e-01   -1.366811435859591e-01   -2.472077495169250e-03   -4.903247787402907e-04    9.841737858570410e-01    5.331484981218422e-05    2.148434387902958e-04    3.345837457234612e-07    0.000000000000000e+00   -3.386739611804933e-05    2.367197126681890e-04   -2.094236438034825e-06
    8.637508825150795e-01    4.479323237703842e+03    2.643727782576282e+01    3.844815475992700e-04   -1.899318125217373e-03   -5.044861992817276e-01    9.280330031721961e-01    5.029471381913645e-01    5.311083259071914e-01   -1.347240151731578e-01   -2.438827173583039e-03   -4.854587247231554e-04    9.810442336353760e-01    5.182390745401604e-05    2.148831247462145e-04    3.733193373359220e-07    0.000000000000000e+00   -3.374627569063245e-05    2.359251205959424e-04   -2.591044749008375e-06
    8.657278171199619e-01    4.489575417231908e+03    2.644119300404168e+01    3.792904222033880e-04   -2.001287286301863e-03   -5.037392561151087e-01    9.239792562737050e-01    5.022125012128076e-01    5.297072368997031e-01   -1.327665172669489e-01   -2.405186902971464e-03   -4.804678930557354e-04    9.779494971931079e-01    5.032888828427449e-05    2.149614625588353e-04    3.530743977116774e-07    0.000000000000000e+00   -3.353820904511878e-05    2.351321608709646e-04   -3.026944675262028e-06
    8.677052850771154e-01    4.499830362669996e+03    2.644505592893271e+01    3.740868764473938e-04   -2.106075679909222e-03   -5.030062400149117e-01    9.199652603634274e-01    5.014900437666588e-01    5.283221102054012e-01   -1.308085606884666e-01   -2.370584517170392e-03   -4.753019229637969e-04    9.748887071677438e-01    4.887175260315746e-05    2.152466376644217e-04    3.214466023131811e-07    0.000000000000000e+00   -3.325400785771340e-05    2.343588214429935e-04   -3.172992430814574e-06
    8.696832785316962e-01    4.510088033283694e+03    2.644886649138046e+01    3.688811213048893e-04   -2.212888389184867e-03   -5.022862488124663e-01    9.159907071884511e-01    5.007795954862994e-01    5.269523137769724e-01   -1.288501780995791e-01   -2.335259058110943e-03   -4.698849848399028e-04    9.718613082258614e-01    4.747535160906307e-05    2.161219446500855e-04    3.012862776946666e-07    0.000000000000000e+00   -3.296577342030957e-05    2.336154022669442e-04   -2.682593150410488e-06
    8.716617896267731e-01    4.520348388327762e+03    2.645262458068565e+01    3.636608786889301e-04   -2.320922442774005e-03   -5.015774461501327e-01    9.120567743089900e-01    5.000809086117972e-01    5.255989051892939e-01   -1.268914019814458e-01   -2.300362451292091e-03   -4.642552382323839e-04    9.688682940550406e-01    4.611912203949804e-05    2.173452024593172e-04    3.255522066093639e-07    0.000000000000000e+00   -3.274836562227130e-05    2.328908531745645e-04   -1.849342091411136e-06
    8.736408105033586e-01    4.530611387046303e+03    2.645632996422654e+01    3.584244271040955e-04   -2.429763135599039e-03   -5.008784905556193e-01    9.081654031709686e-01    4.993937677751391e-01    5.242642851802333e-01   -1.249322575454742e-01   -2.267329466602898e-03   -4.584658256700259e-04    9.659117280631705e-01    4.477883073090430e-05    2.183134864049888e-04    3.021231495749297e-07    0.000000000000000e+00   -3.260232882892823e-05    2.321645100292691e-04   -1.372398572729318e-06
    8.756203333004406e-01    4.540876988672915e+03    2.645998252580510e+01    3.531869002981469e-04   -2.539337110791120e-03   -5.001890973635097e-01    9.043173654871752e-01    4.987179553627635e-01    5.229500933761916e-01   -1.229727513334989e-01   -2.236686157580755e-03   -4.525201397777004e-04    9.629927071130651e-01    4.346019636344565e-05    2.194568082996266e-04    2.661731032947342e-07    0.000000000000000e+00   -3.250048600520495e-05    2.314483212289438e-04   -7.656294677818099e-07
    8.776003501550130e-01    4.551145152430857e+03    2.646358213787225e+01    3.479276100936769e-04   -2.649343091707924e-03   -4.995098921160981e-01    9.005120373704913e-01    4.980531508779827e-01    5.216562964125688e-01   -1.210128001905615e-01   -2.208204688226846e-03   -4.464232587661715e-04    9.601107423305214e-01    4.213373119792853e-05    2.203349595068374e-04    2.610418015110613e-07    0.000000000000000e+00   -3.239230135220152e-05    2.307347154975270e-04   -3.972843434514432e-07
    8.795808532021073e-01    4.561415837533211e+03    2.646712838287925e+01    3.426202874569232e-04   -2.759554638684206e-03   -4.988419912179698e-01    8.967486591598537e-01    4.973988999235366e-01    5.203833462888489e-01   -1.190523854170628e-01   -2.181893865421873e-03   -4.403080808178373e-04    9.572654526861195e-01    4.079503621837914e-05    2.207594436547898e-04    3.003624618661099e-07    0.000000000000000e+00   -3.223094722485288e-05    2.300364450298521e-04   -4.125499196698957e-07
    8.815618345748240e-01    4.571689003183044e+03    2.647062067057208e+01    3.372555959956521e-04   -2.870030043104062e-03   -4.981860844513800e-01    8.930276315462337e-01    4.967547167287098e-01    5.191333625660440e-01   -1.170914814182852e-01   -2.158196903986556e-03   -4.343096640381542e-04    9.544578554204937e-01    3.948758775480410e-05    2.213841518680570e-04    3.462786287280186e-07    0.000000000000000e+00   -3.208248085859474e-05    2.293590679242362e-04   -2.235305312418368e-07
    8.835432864043631e-01    4.581964608573573e+03    2.647405838984229e+01    3.318406420205580e-04   -2.980944461156126e-03   -4.975419482325335e-01    8.893500992581110e-01    4.961202649500226e-01    5.179079299871695e-01   -1.151301704179714e-01   -2.137525763389418e-03   -4.284375231025097e-04    9.516891470976516e-01    3.822128311551069e-05    2.223894513418974e-04    3.747968075484073e-07    0.000000000000000e+00   -3.200300750462329e-05    2.286995333777868e-04    2.829903825463673e-07
